2021-11-09 15:22:11,365 - D:\work\WebAutoTestProject\base\base_page.py - get_url[line:165] - INFO: 打开网址：【http://evaadmin.huishoubao.com.cn/】
2021-11-09 15:22:12,010 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:29] - INFO: 开始输入用户名
2021-11-09 15:22:12,512 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='username']】
2021-11-09 15:22:12,539 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【test_liuzhiming@huishoubao.com.cn】
2021-11-09 15:22:12,598 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.59秒

2021-11-09 15:22:12,598 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:31] - INFO: 开始输入密码
2021-11-09 15:22:13,098 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='loginForm']/div[3]/div/div/input】
2021-11-09 15:22:13,123 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【f6758a4e】
2021-11-09 15:22:13,170 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.57秒

2021-11-09 15:22:13,170 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:33] - INFO: 点击登录
2021-11-09 15:22:13,671 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='loginBtn']】
2021-11-09 15:22:13,692 - D:\work\WebAutoTestProject\base\base_page.py - click[line:156] - DEBUG: 点击元素：【xpath】>>【.//*[@id='loginBtn']】
2021-11-09 15:22:13,716 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.54秒

2021-11-09 15:22:14,655 - D:\work\WebAutoTestProject\base\base_page.py - get_url[line:165] - INFO: 打开网址：【http://evaadmin.huishoubao.com.cn/】
2021-11-09 15:22:15,243 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:29] - INFO: 开始输入用户名
2021-11-09 15:22:15,743 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='username']】
2021-11-09 15:22:15,771 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【test_liuzhiming@huishoubao.com.cn】
2021-11-09 15:22:15,830 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.59秒

2021-11-09 15:22:15,830 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:31] - INFO: 开始输入密码
2021-11-09 15:22:16,217 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='app']/div/div[2]/div[1]/div[1]】
2021-11-09 15:22:16,331 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='loginForm']/div[3]/div/div/input】
2021-11-09 15:22:16,358 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【f6758a4e】
2021-11-09 15:22:16,420 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.59秒

2021-11-09 15:22:16,420 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:33] - INFO: 点击登录
2021-11-09 15:22:16,506 - D:\work\WebAutoTestProject\base\base_page.py - save_img[line:183] - DEBUG: 截图成功，保存路径为【D:\work\WebAutoTestProject\screenshot\find_element_20211109152216.png】
2021-11-09 15:22:16,506 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:121] - ERROR: 在60秒内未定位到元素，定位方法【xpath】，值【.//*[@id='app']/div/div[2]/div[1]/div[1]】
异常信息：UnexpectedAlertPresentException('unexpected alert open: {Alert text : 登录用户不存在}\n  (Session info: chrome=95.0.4638.69)', None, None, '登录用户不存在') 

2021-11-09 15:22:16,921 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='loginBtn']】
2021-11-09 15:22:16,942 - D:\work\WebAutoTestProject\base\base_page.py - click[line:156] - DEBUG: 点击元素：【xpath】>>【.//*[@id='loginBtn']】
2021-11-09 15:22:16,967 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.55秒

2021-11-09 15:22:17,543 - D:\work\WebAutoTestProject\base\base_page.py - get_url[line:165] - INFO: 打开网址：【http://evaadmin.huishoubao.com.cn/】
2021-11-09 15:22:18,179 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:29] - INFO: 开始输入用户名
2021-11-09 15:22:18,680 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='username']】
2021-11-09 15:22:18,709 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【test_liuzhiming@huishoubao.com.cn】
2021-11-09 15:22:18,768 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.59秒

2021-11-09 15:22:18,768 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:31] - INFO: 开始输入密码
2021-11-09 15:22:19,269 - D:\work\WebAutoTestProject\base\base_page.py - find_element[line:106] - DEBUG: 定位元素:定位方法【xpath】，值【.//*[@id='loginForm']/div[3]/div/div/input】
2021-11-09 15:22:19,292 - D:\work\WebAutoTestProject\base\base_page.py - send_key[line:147] - DEBUG: 输入数据：【f6758a4e】
2021-11-09 15:22:19,351 - D:\work\WebAutoTestProject\utils\common.py - wrapper[line:29] - INFO: 执行耗时：0.58秒

2021-11-09 15:22:19,351 - D:\work\WebAutoTestProject\page\eva_admin_page\eva_admin_login.py - eva_login[line:33] - INFO: 点击登录
